"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Base Phase 3: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Alternate Lunge: 3 x 10 (Exercise 5) 3. Squat Jump: 3 x 10 (Exercise 2) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2021-02-09","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.411442488431931","0","","","","78","113","","","0.542735931505437","13.14","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"Kraft @Terraband & Kasten","Strength","Erwärmung: 5 Schulterkreise (Video 5) 2 Runden Stützwanderung (Video 2) 40x Mountainclimbers (Video 45) 40 sek Hocke Abduktion (Video 44) 1. Zirkel 3x 10 x Boxjumps 15x Seitschritt mit Band rechts und links 12x Abduktion mit Band je 15 Kastensteigen rechts und links 2. Zirkel 3x (Rest 10sek) 40 sek Drei-Punkt-Stütz (Video 23) 40 sek Seitstütz (rechts und links absenken) 40 sek Boot (Video 26) 40 Dips 40 Superman Gestecken Armen (eine Seite zählt)","1","","2021-02-10","https://drive.google.com/drive/folders/1eC_-kWoqu3P6CBHMtNf7E2ewvCvjcGcG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2021-02-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fitness Test: Threshold Pace and HR","Run","This fitness test helps you to set your pace and heart rate thresholds and training zones for TrainingPeaks. Warm Up: 5 mins in Z2 (easy/steady), 4 x (30 secs accelerating from Z2 to Z4 + 30 secs recoveries in Z1). Main Set: Run for 30 mins at the fastest pace you can maintain for the duration. Record your average pace and ideally average heart rate too. Warm Down: 5 mins in Z1 to Z2 (easy).","0.733333333333333","","2021-02-11","THRESHOLD RUN PACE Complete the test and note your threshold pace (average pace for the 30-minute interval) THRESHOLD HEART RATE (THR) Take your average HR for the 30-minute test, this is your Run THR. ENTER THRESHOLDS AND ZONES Check this article and short video to enter your thresholds and training zones into your TrainingPeaks settings: https://bit.ly/EnterRunZones RATE OF PERCEIVED EXERTION (RPE) To run to feel (RPE), complete the test and note the distance. Use this to track progress in future tests. Click this link for more details of the 30 minute fitness test: https://myprocoach-help.zendesk.com/hc/en-us/articles/360001021432-Run-Field-Test-Threshold-Running-Pace-and-HR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 3: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Squat Jump: 3 x 10 (Exercise 2) 3. Step Up: 3 x 10 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Lying Hip Abduction: 3 x 12 (Exercise 20) 9. Side Plank: 3 reps (Exercise 23) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2021-02-11","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zirkel Rumpf mit je 3 Serien","Strength","1. Zirkel 55 Sekunden Belastung - 5 Sekunde Pause Boot (Video 26) Hund (Video 29) (rechts und links) Brücke ( (video 28) 1 min Serienpause 2. Zirkel 35 Sekunden Belastung - 25 Sekunde Pause Liegestütz (Video 24) Unterarmstütz in Rückenlage Superman (Video 30) 1 min Serienpause 3. Zirkel 45 Sekunden Belastung - 15 Sekunde Pause Situps mit geradem Rücken (Video 48) Stütz Bein heben (Video 25) Seitstütz dynamisch (Video 22)","0.5","","2021-02-12","Videos https://drive.google.com/drive/folders/1eC_-kWoqu3P6CBHMtNf7E2ewvCvjcGcG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Black-Roll & Stretching","Other","","0.333333333333333","","2021-02-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fitness Test: Critical Swim Speed (CSS)","Swim","This test helps you to measure fitness and create accurate training zones. Warm up: 6 x (50 FS in Z2 + 20 sec rests), 4 x (25 FS in Z4 + 25 FS in Z2 + 20 sec rests). ----------- TEST*: 1 x 400 FS maximal effort time trial, RECORD TIME, 5 mins easy active recovery, 1 x 200 FS maximal effort time trial, RECORD TIME, 1 min rest ----------- Main Set: 1 x (100 FS in Z1 + 15 secs rest), 1 x (100 FS in Z2 + 15 secs rest), 1 x (100 FS in Z3 + 20 secs rest), 1 x (100 FS in Z4 + 60 secs rest), 4 x (50 FS Build Z1 to Z4) + 60 secs rest. Warm Down: 200 Choice in Z2. For all swims (whether in a Yard or Meter Pool) follow the distances in the Workout Description section. There is also yard/meter button you can toggle in the Workout Details section below.","0.725833333333333","2153","2021-02-12","CRITICAL SWIM SPEED (CSS) 1. Complete the test and note your 400 & 200 times. 2 Use our online calculator to find your CSS: https://www.myprocoach.net/calculators/critical-swim-speed/ 3. Enter your CSS and training zones in your TrainingPeaks settings: https://bit.ly/EnterSwimZones RATE OF PERCEIVED EXERTION (RPE) To swim to feel (RPE), complete the test and note your 400 & 200 times. Use these as a benchmark to track progress in future tests. NOTES At this time you are unable to export swim workouts to your training devices. We hope this will be available soon. Your CSS gives you a good idea of what you'd swim (per 100) in a 1500 time trial. Click this link for more details of the CSS Test: http://www.myprocoach.net/blog/a-brief-introduction-to-css-swim-training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempodauerlauf","Run","","0.881111111111111","11000","2021-02-13","","10670.490234375","315","393","943.277","","0.832526922225952","3.55999994277954","","89","","157","166","","","0.891405443754626","65.58","0","0","4","44","1","","","","","","1","30","18","1","0","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today. Don't extend this ride, save yourself for next week instead.","1.5","","2021-02-13","","62540.26171875","213","445","1430.574","","1.86164474487305","9.33100032806396","","71","","133","159","","","0.78022579358","112.3","79","19","11","2","0","","","","","","14","46","33","8","7","1","0","","","","",""
"6x(Z3/Z2)","Bike","","2.46666666666667","","2021-02-14","","54517.16015625","217","347","1361.323","","1.74221909046173","8.69200038909912","","70","","127","142","","","0.758840619385809","99.36","101","3","0","0","0","","","","","","5","46","46","8","0","0","0","","","","",""
"Dauerlauf 75'","Run","","1.25","15568","2021-02-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stretchingprogramm 1 PDF","Other","https://drive.google.com/file/d/0B2ZpDM01ji5VMEZTelloNmhmdFU/view?usp=sharing 2 Serie! plus ausrollen des Fußgewölbes","0.416666666666667","","2021-02-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/13/12min Z2 - Aerobic Endurance Bike","Bike","Warm Up: 10 mins in Z2, 5 x (30 secs in upper Z2 + 30 secs in low Z2). Main Set: 14 mins in upper Z2 + 60 secs recovery in low Z2, 13 mins in upper Z2 + 60 secs recovery in low Z2, 12 mins in upper Z2. Warm Down: 5 mins in low Z2.","1.01666666666667","","2021-02-15","Phil’s Training Tip: Don't feel you need to do all your workouts alone. If you enjoy doing club or group workouts, you can still incorporate these into your training plan. In fact, it's a good idea. Just make sure that your group workouts replace similar types of workouts from your training plan. For example, you might swap solo speed work for a group/coached session. Or an aerobic endurance workout can be done with your club/team or workout buddies.","25650.220703125","200","341","736.127","","1.01916670799255","6.99100017547607","","75","","129","137","","","0.693815126344893","48.77","61","0","0","0","0","","","","","","3","46","11","0","0","0","0","","","","",""
"VIDEO: Build Phase 1 Week 1","Other","Check Phil's Short Video Explanation: https://bit.ly/Build-Phase During the Build Phase your key workouts become more race-specific. This is probably the toughest phase of your training. You will be strengthening your muscular and anaerobic endurance. Lower-priority races fit well into this phase, see the article below for help with how to do this: https://myprocoach-help.zendesk.com/hc/en-us/articles/360019514271-Including-B-C-Races-Into-Your-Triathlon-Plan","","","2021-02-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ruhetag","Day Off","","","","2021-02-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12x1min @ VO2maxPace","Run","Warm-up: - Start easy and gradually build up into mid to high Z2. - After 10"" include 4x ""30 sec. progressions into upper Z4 or Z5 with 2"" normal Z2 running in between Main Set: - 10x 1"" @VO2max pace / 1"" very easy jogging. It should feel very hard but doable. Try to find the pace that you can sustain throughout the whole series of intervals without going to your absolute limit. You should be able to do 1 or 2 reps after the last one (but do not do it!) Try do jog easily in the rest periods, avoid standing. Long cool down: - at least 15min of easy running in Z2 or Z1. Your heartrate will be higher due to the effort you've done before but make sure that is does not rise any further but stays level or, even better, slowly drops. You can extent it up to 30min when you are well trained.","0.983333333333333","","2021-02-15","","14228.099609375","305","465","1247.168","","1.13563859462738","3.48000001907349","","88","","150","175","","","0.915617068205616","94.49","2","15","32","7","11","","","","","","8","28","7","4","11","","","","","","",""
"Pool Swim: Threshold Efforts","Swim","These workouts involve a main set of efforts at threshold pace. They will boost your pace and increase your ability to hold race pace for longer. Warm Up: 1 x (150 FS in Z2 + 50 FS in Z4 + 10 secs rest), 1 x (100 FS in Z2 + 100 FS in Z4 + 10 secs rest), 1 x (50 FS in Z2 + 150 FS in Z4 + 15 secs rest), 1 x (100 FS in Z4 + 10 secs rest). Main Set: Repeat 2 sets of 500 as below: 1 x (100 FS in Z2 + 5 secs rest), 1 x (100 FS in Z3 + 5 secs rest), 1 x (100 FS in Z4 + 5 secs rest), 1 x (100 FS in Z5 + 5 secs rest), 1 x (100 Pull in Z2 + 5 secs rest). Warm Down: 1 x (100 Kick in Z2 + 100 FS in Z2 + 5 secs rest), 1 x (50 Back in Z2 + 50 Breast in Z2 + 5 secs rest), 1 x (200 Choice in Z2).","0.636944444444444","2200","2021-02-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Powerdot","Custom","","","","2021-02-15","","0","","","","","0.45709890127182","0","","","","75","86","","","0.525547341441619","13.71","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2021-02-15","","12038.58984375","197","562","378.048","","0.536660552024841","6.23099994659424","","60","","137","155","","","0.749445816467533","30.35","18","9","5","0","0","","","","","","3","10","8","2","2","2","0","","","","",""
"4 x (1, 2, 3 min Z4-5)","Bike","Warm Up: 15 mins easy in Z2. Main Set: 4 x (1, 2, 3 mins in Z4-5 each with 60 sec recoveries in Z1), Warm Down: 5 mins easy spin down in Z1-2.","0.916666666666667","","2021-02-16","","34243.23046875","229","439","760.135","","0.921326100826263","10.3240003585815","","73","","138","161","","","0.857928161248397","67.38","28","9","11","7","0","","","","","","10","19","4","14","7","0","","","","","",""
